   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/containers.py:782(LiteralStrKeyDict)
        8    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/ir.py:873(get_targets)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:511(_OverloadFunctionTemplate)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/dispatcher.py:867(cb_llvm)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/dispatcher.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/importlib/metadata/__init__.py:375(select)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/registry.py:75(check)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/cffi/model.py:12(qualify)
       15    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/targets.py:202(name)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/npytypes.py:577(NestedArray)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:2779(op_BINARY_OP)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:245(DivMod)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/function_type.py:10(FunctionType)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/funcdesc.py:181(PythonFunctionDescriptor)
        4    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:1939(make_null)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/fastmathpass.py:5(FastFloatBinOpVisitor)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/pycparser/ply/yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/initfini.py:40(initialize_native_asmprinter)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/errors.py:262(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:409(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/colorama/ansitowin32.py:16(StreamWrapper)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/ir.py:1394(FunctionIR)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/packer.py:60(ArgPacker)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/generators.py:12(GeneratorDescriptor)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:42(BlockKind)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        8    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/typing.py:2076(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/containers.py:549(Set)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/containers.py:417(List)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:12(Instruction)
        6    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:911(personality)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:530(NamedValue)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:435(UniTupleModel)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/bytecode.py:32(get_function_object)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/parfors/parfor.py:553(Parfor)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/representer.py:71(add_multi_representer)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:1235(op_COPY)
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        4    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/importlib/resources/_adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/yaml/tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/ffi.py:89(__enter__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/initfini.py:32(initialize_native_target)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/types.py:14(Type)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/targetconfig.py:13(Option)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/serialize.py:80(_CustomPickled)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:255(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/memory.py:898(Memory)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/builder.py:115(wrap)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:1238(op_SWAP)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:233(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:780(SliceAttribute)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/cmathdecl.py:27(CMath_predicate)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/importlib/metadata/__init__.py:862(Prepared)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/untyped_passes.py:755(MixedContainerUnroller)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/experimental/jitclass/decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/event.py:220(Listener)
        6    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/math/numbers.py:359(int_signed_unsigned_cmp)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/cffi/model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:267(Callable)
        6    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/enum.py:444(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/tokenize.py:288(_get_normal_name)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/passmanagers.py:387(add_instruction_combining_pass)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/generators.py:48(BaseGeneratorLower)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/pycparser/c_ast.py:30(Node)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/cmathdecl.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/ir.py:1147(Scope)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/imputils.py:16(Registry)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/codegen.py:1119(Codegen)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/dataclasses.py:1052(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/dataclasses.py:397(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/initfini.py:6(initialize)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/threading.py:1516(_register_atexit)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/orcjit.py:17(JITLibraryBuilder)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/containers.py:351(_StarArgTupleMixin)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/functions.py:519(Dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/transforms.py:4(Visitor)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/asnumbatype.py:8(AsNumbaTypeRegistry)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:239(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:689(MemoryViewAttribute)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/concurrent/futures/process.py:279(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/ufunc/ufuncbuilder.py:337(GUFuncBuilder)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/psutil/_common.py:157(BatteryTime)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/dataclasses.py:1046(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/cgutils.py:254(Structure)
        8    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/interpreter.py:1782(code_names)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/cpython/unicode_support.py:609(_PY_CTF_LB)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/typed/listobject.py:689(_gen_getitem)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/joblib/memory.py:100(_store_backend_factory)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/audioread/ffdec.py:122(FFmpegAudioFile)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/types.py:367(VectorType)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/function_type.py:150(WrapperAddressProtocol)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:942(RecordModel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:404(<listcomp>)
        1    0.000    0.000    0.015    0.015 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/parfors/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/target_extension.py:118(Target)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/pycparser/ply/yacc.py:233(YaccProduction)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:548(get_return_type)
        6    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/np/math/numbers.py:379(int_unsigned_signed_cmp)
        3    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:382(op_RESUME)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/passmanagers.py:639(add_loop_rotate_pass)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:396(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/builtins.py:271(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/contextlib.py:472(__init__)
        2    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/dataclasses.py:1439(exec_body_callback)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/cpu_options.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/config.py:99(_OptLevel)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/utils.py:462(MutableSortedMap)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/context.py:19(Rating)
        1    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typed_passes.py:420(BaseNativeLowering)
